,EDAD,AVG_DH,MINUTES_DH,EXPERIENCIA,GENERO,TRACK_DH,RESIDENCIA,NV_ESTUDIO,ESTUDIO_PREV,DIAS_EMP
1804,27.0,2.8,3200.7,6.2,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,83.0
877,35.0,2.7,,18.2,,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,89.0
363,31.0,3.9,4625.2,11.0,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,85.0
8881,,,4741.5,24.5,MASCULINO,EJECUTIVO,,UNIVERSITARY,ENGINEERING,90.0
5072,33.0,3.7,4555.1,15.2,FEMENINO,,BRAZIL,UNIVERSITARY,,95.0
8086,31.0,3.9,4750.7,10.8,FEMENINO,,ARGENTINA,POST_GRADUATE,ENGINEERING,96.0
7650,37.0,,4643.2,21.1,FEMENINO,PROGRAMACION,,TERTIARY,COMMERCIAL,99.0
4642,42.0,,4027.3,,,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,93.0
4257,24.0,3.5,4640.2,1.4,FEMENINO,DATA,,,COMMERCIAL,98.0
130,25.0,3.4,4447.8,2.5,MASCULINO,MARKETING,BRAZIL,UNIVERSITARY,ENGINEERING,81.0
469,36.0,4.3,5103.1,19.6,MASCULINO,,,UNIVERSITARY,ENGINEERING,87.0
8856,42.0,3.7,4732.9,26.8,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,,92.0
4770,33.0,3.7,4649.4,14.7,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,DEVELOPMENT,86.0
5158,,3.4,4482.6,,FEMENINO,MARKETING,,UNIVERSITARY,DEVELOPMENT,99.0
4768,27.0,3.0,3813.9,4.9,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
625,28.0,3.4,4449.7,6.4,MASCULINO,DATA,BRAZIL,TERTIARY,ENGINEERING,96.0
4550,24.0,2.7,2904.5,3.4,FEMENINO,,,,ENGINEERING,94.0
5719,40.0,4.0,4751.4,24.9,FEMENINO,PROGRAMACION,MEXICO,,DEVELOPMENT,102.0
2243,43.0,3.7,4701.2,27.3,MASCULINO,MARKETING,MEXICO,POST_GRADUATE,ENGINEERING,92.0
6962,38.0,3.5,4583.7,,,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,89.0
4305,39.0,4.0,4668.4,23.5,MASCULINO,DATA,,UNIVERSITARY,COMMERCIAL,91.0
6375,,3.9,4634.8,16.1,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,86.0
5960,26.0,2.7,2942.6,4.9,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,83.0
7415,34.0,3.7,4561.6,16.3,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,86.0
8993,23.0,3.3,4437.8,0.9,MASCULINO,PROGRAMACION,MEXICO,TERTIARY,ENGINEERING,87.0
8665,,3.4,4645.3,,,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,89.0
1008,39.0,3.5,,24.7,,PROGRAMACION,,TERTIARY,ENGINEERING,90.0
3105,34.0,3.4,4638.3,16.6,MASCULINO,PROGRAMACION,,,DEVELOPMENT,89.0
2856,34.0,,,16.7,FEMENINO,DATA,ARGENTINA,POST_GRADUATE,ENGINEERING,94.0
570,22.0,3.5,4638.9,2.1,,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,85.0
1165,24.0,3.7,4586.1,2.1,MASCULINO,,BRAZIL,UNIVERSITARY,,82.0
5724,17.0,3.5,,0.1,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,92.0
5054,,3.6,4593.3,10.4,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
2258,29.0,3.3,4414.6,9.5,MASCULINO,,ARGENTINA,UNIVERSITARY,,82.0
6085,34.0,,4464.9,17.8,,DATA,ARGENTINA,TERTIARY,ENGINEERING,87.0
2010,35.0,3.3,4370.2,17.9,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,ENGINEERING,87.0
5843,,3.4,4629.2,24.0,MASCULINO,DATA,BRAZIL,UNIVERSITARY,DEVELOPMENT,90.0
534,35.0,3.6,4534.4,,,PROGRAMACION,ARGENTINA,POST_GRADUATE,DEVELOPMENT,97.0
7498,25.0,4.1,4706.6,3.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,85.0
7306,,4.1,,18.0,FEMENINO,PROGRAMACION,,UNIVERSITARY,,96.0
6407,33.0,3.4,,15.2,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,87.0
1453,34.0,2.8,,17.5,,PROGRAMACION,BRAZIL,,ENGINEERING,87.0
716,24.0,3.6,4611.2,1.2,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,85.0
6174,28.0,3.9,4686.3,6.7,MASCULINO,PROGRAMACION,ARGENTINA,,DEVELOPMENT,84.0
2671,34.0,3.3,4511.6,16.5,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
8984,41.0,,4211.2,25.0,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,BUSINESS,106.0
5379,,2.4,1658.7,17.9,MASCULINO,DATA,ARGENTINA,,DEVELOPMENT,92.0
6411,35.0,3.6,4619.7,16.7,FEMENINO,PROGRAMACION,BRAZIL,TERTIARY,,102.0
4252,31.0,3.8,,12.6,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
2895,40.0,3.7,4606.5,26.4,,,,,,95.0
8391,38.0,4.3,5210.5,21.5,MASCULINO,DATA,,,ENGINEERING,88.0
517,29.0,,4179.6,7.6,FEMENINO,DATA,MEXICO,POST_GRADUATE,COMMERCIAL,95.0
6720,39.0,4.2,4946.5,23.6,MASCULINO,EJECUTIVO,BRAZIL,UNIVERSITARY,COMMERCIAL,89.0
7682,41.0,3.4,4530.1,25.2,MASCULINO,PROGRAMACION,ARGENTINA,,DEVELOPMENT,96.0
3954,30.0,3.7,4619.1,9.6,FEMENINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,96.0
1330,36.0,3.5,,19.5,MASCULINO,PROGRAMACION,,,DEVELOPMENT,88.0
1447,34.0,3.3,4468.9,15.6,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,96.0
7533,30.0,3.4,4607.2,9.6,FEMENINO,DATA,ARGENTINA,POST_GRADUATE,DEVELOPMENT,96.0
3342,31.0,4.0,4724.9,12.9,,PROGRAMACION,BRAZIL,POST_GRADUATE,,95.0
7258,26.0,3.9,4736.9,5.5,MASCULINO,DATA,,UNIVERSITARY,DEVELOPMENT,82.0
5241,30.0,4.2,,10.2,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,88.0
4918,,,4635.4,13.7,MASCULINO,DATA,,UNIVERSITARY,ENGINEERING,86.0
6120,40.0,3.0,3799.0,25.8,MASCULINO,,ARGENTINA,,COMMERCIAL,90.0
530,32.0,,4590.1,11.9,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
5623,32.0,3.5,4633.9,12.5,MASCULINO,MARKETING,,TERTIARY,COMMERCIAL,86.0
2057,37.0,3.2,4226.3,20.7,FEMENINO,DATA,ARGENTINA,,MARKETING,103.0
1563,34.0,3.3,4480.4,17.3,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,94.0
2331,43.0,3.9,4733.6,29.7,FEMENINO,DATA,ARGENTINA,,ENGINEERING,101.0
1031,35.0,3.6,4538.8,18.1,FEMENINO,EJECUTIVO,BRAZIL,TERTIARY,ENGINEERING,97.0
2117,30.0,3.0,3840.4,10.1,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
514,38.0,3.9,4736.2,23.2,MASCULINO,DATA,,UNIVERSITARY,COMMERCIAL,89.0
7601,36.0,3.0,3844.8,20.4,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,88.0
7880,35.0,3.4,,18.3,FEMENINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,96.0
7997,37.0,3.8,4603.5,,,DATA,,UNIVERSITARY,ENGINEERING,88.0
1570,37.0,3.8,4735.8,19.8,,,ARGENTINA,UNIVERSITARY,ENGINEERING,99.0
3131,25.0,3.8,4661.9,,FEMENINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,94.0
37,,3.3,4427.1,24.0,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
7425,39.0,3.9,4660.9,24.6,FEMENINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,100.0
6281,33.0,3.8,4631.7,15.5,FEMENINO,DATA,MEXICO,POST_GRADUATE,ENGINEERING,95.0
5619,30.0,4.1,4861.9,11.1,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,83.0
7860,38.0,3.8,4621.1,21.3,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,98.0
3020,34.0,3.4,4483.0,15.8,MASCULINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,87.0
2506,27.0,,4418.0,5.0,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,95.0
7352,35.0,3.8,,17.8,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,88.0
5031,37.0,2.7,2830.4,19.4,FEMENINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,99.0
3959,,3.0,3966.8,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
7279,35.0,3.7,4636.5,17.2,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,96.0
5128,30.0,3.4,4481.7,8.3,MASCULINO,DATA,ARGENTINA,TERTIARY,DEVELOPMENT,91.0
1435,34.0,3.3,,16.9,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,BUSINESS,88.0
2061,30.0,2.8,3312.6,11.0,,DATA,ARGENTINA,,ENGINEERING,85.0
70,43.0,3.3,4372.7,28.5,FEMENINO,,BRAZIL,TERTIARY,,104.0
7217,37.0,3.4,4593.3,,,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,89.0
6916,34.0,3.8,4686.1,15.7,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,95.0
8409,41.0,,3615.6,26.4,MASCULINO,DATA,,TERTIARY,DEVELOPMENT,95.0
6607,37.0,3.3,,21.1,MASCULINO,MARKETING,ARGENTINA,POST_GRADUATE,COMMERCIAL,86.0
5324,32.0,3.1,4045.3,13.9,FEMENINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,96.0
7668,35.0,3.1,4082.5,17.0,FEMENINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,100.0
7827,28.0,3.8,,6.6,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,83.0
6667,31.0,3.7,4554.1,10.5,FEMENINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,98.0
7833,33.0,3.4,4506.1,15.8,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,96.0
107,36.0,3.7,4553.8,19.6,MASCULINO,DATA,BRAZIL,UNIVERSITARY,BUSINESS,91.0
1170,33.0,,4554.2,,,PROGRAMACION,ARGENTINA,POST_GRADUATE,BUSINESS,89.0
2186,,3.5,4611.1,5.6,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,83.0
1542,36.0,4.1,4813.7,19.2,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,87.0
4023,33.0,2.9,3663.2,15.6,MASCULINO,DATA,,POST_GRADUATE,ENGINEERING,85.0
4948,,4.2,4893.8,17.7,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,87.0
5828,40.0,3.2,4225.5,25.7,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,88.0
5005,38.0,3.8,4592.5,,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,91.0
5648,30.0,4.0,4752.5,9.5,MASCULINO,EJECUTIVO,ARGENTINA,POST_GRADUATE,,83.0
2789,26.0,,4355.3,3.7,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,DEVELOPMENT,86.0
3032,37.0,3.6,4644.4,22.2,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
5238,29.0,3.2,4381.0,8.8,FEMENINO,PROGRAMACION,ARGENTINA,TERTIARY,COMMERCIAL,99.0
5386,,3.2,,18.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
6763,34.0,3.5,4664.2,16.4,MASCULINO,DATA,MEXICO,POST_GRADUATE,COMMERCIAL,85.0
6778,28.0,,4586.9,,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,,84.0
8381,29.0,3.6,4587.0,8.1,FEMENINO,PROGRAMACION,ARGENTINA,,COMMERCIAL,94.0
35,32.0,3.6,,14.1,,DATA,BRAZIL,TERTIARY,ENGINEERING,86.0
4599,,3.4,4620.1,,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,87.0
6671,28.0,3.0,3785.3,,FEMENINO,EJECUTIVO,MEXICO,POST_GRADUATE,COMMERCIAL,98.0
2510,39.0,3.3,4521.3,23.6,MASCULINO,PROGRAMACION,,UNIVERSITARY,,88.0
5622,43.0,3.9,4745.0,27.0,MASCULINO,EJECUTIVO,MEXICO,UNIVERSITARY,ENGINEERING,94.0
5851,42.0,3.9,4729.7,28.6,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,ENGINEERING,90.0
4086,,3.3,4363.1,10.5,MASCULINO,DATA,BRAZIL,TERTIARY,COMMERCIAL,93.0
5051,41.0,2.7,2822.9,27.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,93.0
5635,23.0,3.9,4696.4,0.9,MASCULINO,,ARGENTINA,,,84.0
5309,33.0,3.3,4510.3,,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,93.0
8412,38.0,,4714.3,22.1,FEMENINO,MARKETING,,,COMMERCIAL,97.0
250,39.0,4.6,6074.1,,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
7307,33.0,3.1,4066.4,,FEMENINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,100.0
6527,32.0,3.3,4373.9,,FEMENINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,98.0
8205,36.0,3.0,3770.9,20.7,MASCULINO,MARKETING,MEXICO,UNIVERSITARY,,87.0
1217,37.0,,5306.8,,MASCULINO,PROGRAMACION,MEXICO,TERTIARY,DEVELOPMENT,94.0
1115,,3.5,,8.7,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,94.0
8896,38.0,3.6,4613.0,23.1,FEMENINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,99.0
242,37.0,3.4,4575.4,19.5,MASCULINO,DATA,MEXICO,UNIVERSITARY,DEVELOPMENT,89.0
1682,34.0,,4713.6,16.1,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,97.0
7062,31.0,3.5,4524.7,11.4,MASCULINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,85.0
7914,,,3160.8,6.7,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,COMMERCIAL,87.0
6208,34.0,3.6,4620.4,16.8,FEMENINO,EJECUTIVO,,UNIVERSITARY,ENGINEERING,96.0
7803,36.0,3.2,4243.0,19.3,MASCULINO,DATA,BRAZIL,TERTIARY,ENGINEERING,89.0
6356,34.0,4.0,4783.5,15.3,MASCULINO,DATA,,POST_GRADUATE,COMMERCIAL,86.0
471,40.0,3.0,3860.3,23.8,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,91.0
5745,37.0,,4153.7,20.7,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,98.0
4944,37.0,,4383.1,22.7,,DATA,ARGENTINA,UNIVERSITARY,BUSINESS,91.0
6625,,3.8,4721.2,26.2,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,92.0
3386,34.0,3.6,4598.7,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
384,33.0,3.3,4361.0,14.8,FEMENINO,DATA,ARGENTINA,POST_GRADUATE,ENGINEERING,95.0
5397,32.0,3.7,4632.7,13.0,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,ENGINEERING,85.0
3334,26.0,3.1,4014.1,5.8,MASCULINO,DATA,,,ENGINEERING,83.0
7965,,4.2,4842.4,9.0,FEMENINO,DATA,ARGENTINA,TERTIARY,COMMERCIAL,95.0
6273,32.0,3.5,,13.0,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,DEVELOPMENT,89.0
5206,36.0,3.3,4529.4,19.6,,DATA,MEXICO,UNIVERSITARY,COMMERCIAL,89.0
6353,43.0,3.8,4644.2,27.9,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,93.0
4532,38.0,4.0,4665.9,22.7,FEMENINO,PROGRAMACION,,TERTIARY,ENGINEERING,102.0
4229,36.0,2.8,3215.3,19.1,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,90.0
398,36.0,3.8,4726.1,19.3,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,,91.0
8291,32.0,3.6,4619.5,13.3,MASCULINO,DATA,,UNIVERSITARY,COMMERCIAL,85.0
6159,30.0,3.8,4752.2,9.7,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
3916,30.0,3.8,4739.9,,MASCULINO,DATA,,UNIVERSITARY,DEVELOPMENT,87.0
759,39.0,,3521.3,24.8,FEMENINO,MARKETING,ARGENTINA,UNIVERSITARY,COMMERCIAL,101.0
555,38.0,3.7,,21.7,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,97.0
7687,25.0,,4768.2,2.2,MASCULINO,PROGRAMACION,,UNIVERSITARY,BUSINESS,89.0
6548,35.0,3.5,,17.6,MASCULINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,87.0
773,,4.1,4743.1,4.3,MASCULINO,DATA,BRAZIL,UNIVERSITARY,,83.0
6220,29.0,,4621.8,7.9,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,88.0
6838,36.0,2.9,3613.6,19.1,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,99.0
5579,37.0,3.3,4424.6,21.3,FEMENINO,EJECUTIVO,BRAZIL,TERTIARY,DEVELOPMENT,101.0
4585,36.0,2.7,2988.0,18.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,92.0
557,29.0,3.5,4639.5,,MASCULINO,DATA,BRAZIL,UNIVERSITARY,,84.0
6877,,2.8,,21.9,,DATA,BRAZIL,,ENGINEERING,99.0
7807,34.0,,4442.1,,FEMENINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,96.0
7497,,,4560.2,,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,88.0
2587,,3.0,3892.2,,,DATA,MEXICO,UNIVERSITARY,DEVELOPMENT,90.0
3379,29.0,3.4,4606.6,7.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
3350,35.0,3.0,3873.1,17.7,MASCULINO,PROGRAMACION,,UNIVERSITARY,,87.0
8588,42.0,3.7,4597.7,27.1,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,92.0
2564,41.0,2.7,2835.8,27.5,FEMENINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,103.0
5164,27.0,3.3,4382.5,6.2,FEMENINO,PROGRAMACION,BRAZIL,,ENGINEERING,94.0
3119,27.0,3.2,,,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,86.0
1471,39.0,3.4,4573.7,22.6,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
3664,35.0,4.0,,18.7,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,96.0
1629,43.0,4.3,5015.3,27.7,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,100.0
4204,22.0,3.5,4550.3,1.0,MASCULINO,MARKETING,,,DEVELOPMENT,87.0
51,44.0,2.9,3574.0,29.0,,DATA,ARGENTINA,TERTIARY,ENGINEERING,94.0
2869,,2.9,3576.1,,FEMENINO,,BRAZIL,TERTIARY,ENGINEERING,101.0
1325,34.0,3.7,,15.5,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,87.0
4272,38.0,3.7,4599.2,23.0,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,90.0
1952,32.0,3.6,4672.3,14.6,FEMENINO,EJECUTIVO,ARGENTINA,TERTIARY,COMMERCIAL,96.0
3782,35.0,3.8,4563.2,18.8,MASCULINO,DATA,MEXICO,POST_GRADUATE,ENGINEERING,84.0
3655,43.0,3.7,4658.2,,MASCULINO,,BRAZIL,POST_GRADUATE,DEVELOPMENT,94.0
3115,38.0,3.6,4729.3,22.7,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,101.0
376,32.0,3.4,4454.9,12.9,,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,83.0
7502,36.0,3.2,4312.0,19.4,FEMENINO,DATA,,UNIVERSITARY,ENGINEERING,95.0
3204,34.0,2.4,,14.7,,MARKETING,ARGENTINA,,ENGINEERING,90.0
6554,36.0,4.3,,20.6,MASCULINO,MARKETING,MEXICO,TERTIARY,ENGINEERING,87.0
1227,39.0,3.5,4535.1,25.5,MASCULINO,,ARGENTINA,,,92.0
7853,37.0,3.2,,20.4,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,BUSINESS,104.0
3139,38.0,3.5,4569.6,21.3,,PROGRAMACION,BRAZIL,TERTIARY,ENGINEERING,91.0
2803,29.0,3.6,4675.2,7.6,,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,95.0
5863,38.0,,4745.2,21.8,MASCULINO,,,TERTIARY,DEVELOPMENT,91.0
5758,36.0,3.7,4567.3,19.7,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,90.0
3171,,4.0,4695.0,6.6,,MARKETING,ARGENTINA,POST_GRADUATE,ENGINEERING,85.0
1806,28.0,3.6,4620.5,,FEMENINO,PROGRAMACION,MEXICO,UNIVERSITARY,MARKETING,97.0
6126,,3.2,4223.6,26.6,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,BUSINESS,95.0
5710,36.0,3.2,4236.9,18.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,90.0
1279,29.0,3.4,4636.7,9.0,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,83.0
151,30.0,3.5,4524.1,9.5,MASCULINO,DATA,,TERTIARY,BUSINESS,91.0
5753,37.0,3.2,4261.8,21.8,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,88.0
7767,39.0,3.1,4095.1,24.4,,DATA,BRAZIL,UNIVERSITARY,BUSINESS,96.0
1475,34.0,3.6,4536.4,15.0,FEMENINO,,,UNIVERSITARY,COMMERCIAL,98.0
753,31.0,3.6,,11.8,MASCULINO,DATA,BRAZIL,,COMMERCIAL,87.0
6295,30.0,4.1,4859.6,9.3,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,85.0
1889,,2.9,,13.8,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
510,39.0,3.6,4688.6,22.4,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,91.0
2550,,4.0,4704.4,20.2,MASCULINO,DATA,ARGENTINA,,,87.0
7295,31.0,,4694.8,11.7,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,94.0
1808,32.0,3.8,,12.6,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,94.0
8549,28.0,3.1,4021.8,8.0,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,97.0
8261,40.0,,,24.0,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,92.0
8832,34.0,3.1,4080.1,17.1,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,BUSINESS,92.0
2548,31.0,2.9,3517.2,,FEMENINO,MARKETING,BRAZIL,UNIVERSITARY,ENGINEERING,96.0
5953,33.0,3.6,4688.5,15.4,MASCULINO,,BRAZIL,UNIVERSITARY,ENGINEERING,85.0
7901,31.0,3.0,3852.3,11.2,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,87.0
8095,30.0,2.7,2873.3,10.3,MASCULINO,DATA,MEXICO,POST_GRADUATE,COMMERCIAL,87.0
1938,29.0,3.4,4520.3,6.9,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,87.0
5430,32.0,3.4,4631.4,14.0,,MARKETING,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
3231,26.0,3.7,4642.9,3.1,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
4241,26.0,3.5,4579.7,3.7,MASCULINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,85.0
2373,38.0,3.5,,23.1,FEMENINO,,ARGENTINA,TERTIARY,ENGINEERING,101.0
8438,35.0,3.7,4637.5,18.4,,MARKETING,ARGENTINA,UNIVERSITARY,DEVELOPMENT,89.0
8180,31.0,3.9,4667.5,11.8,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,84.0
3406,42.0,2.6,,28.2,FEMENINO,DATA,MEXICO,UNIVERSITARY,COMMERCIAL,104.0
5939,35.0,,,17.8,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,90.0
8780,40.0,3.4,4575.4,,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
7462,35.0,3.7,4572.6,18.6,MASCULINO,DATA,MEXICO,UNIVERSITARY,COMMERCIAL,89.0
5674,30.0,3.4,,9.5,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,86.0
148,31.0,3.8,4751.4,11.9,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,92.0
5244,36.0,3.6,4655.1,20.9,MASCULINO,PROGRAMACION,BRAZIL,,ENGINEERING,88.0
6994,,3.5,4529.0,16.0,MASCULINO,,,TERTIARY,ENGINEERING,89.0
6254,33.0,3.4,4468.8,14.2,,,BRAZIL,,ENGINEERING,94.0
2063,31.0,4.2,4931.1,10.9,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,85.0
5634,45.0,3.6,4610.6,30.8,MASCULINO,DATA,MEXICO,TERTIARY,,96.0
5362,39.0,3.7,4668.6,24.4,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,89.0
102,32.0,,4652.1,11.5,MASCULINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,86.0
4404,30.0,3.4,4494.5,10.2,,,,UNIVERSITARY,ENGINEERING,86.0
